,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10707,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19599406.0,19599406.0,False,,1,,,,2024-01-15T17:29:00.000Z,42663.29237295566,23218475362.62538,73.7934,0.56933628,-0.65422269,-5.70723595,0.30427523,16.69245803,49.99110697,836175188514.2614,49.8085,895929139832.07,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
1,1027,Ethereum,ETH,ethereum,8248,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180819.14963801,120180819.14963801,True,,2,,,,2024-01-15T17:29:00.000Z,2531.9876348230227,10818797629.820082,20.8818,0.48445021,0.09678526,11.51295588,12.49869028,25.80689812,61.24070581,304296348029.7854,18.126,304296348029.79,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
2,825,Tether USDt,USDT,tether,71372,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:28:00.000Z,0.9996488279502291,43062539132.462616,40.9249,0.01336571,-0.01782888,-0.11412949,0.02489479,-0.04986311,-0.08761708,94977469946.2481,5.6575,98568334358.84,,2024-01-15T17:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:30:36.340463
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:28:00.000Z,317.2688445607481,1590211403.3613477,113.2205,0.30399577,3.84311529,5.24800218,28.84694169,28.27486512,49.72727044,48126371810.0495,2.8667,48126371810.05,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:29:00.000Z,95.06967157710022,2231810172.389303,-11.9744,0.99692583,-5.72997948,-0.20442591,24.74655523,51.7472169,294.39180546,41135175162.64013,2.4489,53926304256.91,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
5,52,XRP,XRP,xrp,1199,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54266821529.0,99988013070.0,False,,6,,,,2024-01-15T17:29:00.000Z,0.573290238889607,1190912766.913592,118.1948,0.29479847,-1.10127874,1.13901715,-8.00896688,-8.39261956,16.85055389,31110639078.140076,1.8532,57329023888.96,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
6,3408,USDC,USDC,usd-coin,16210,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25483730797.828663,25483730797.828663,False,,7,,,,2024-01-15T17:29:00.000Z,1.0001507709884387,5283538153.205542,65.5375,0.00220692,-0.00488194,-0.01062093,0.01419681,0.01614309,0.01086823,25487573005.110157,1.5182,25487573005.11,,2024-01-15T17:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-15 12:30:36.340463
7,2010,Cardano,ADA,cardano,1024,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35395220857.908,36528237975.525,False,,8,,,,2024-01-15T17:28:00.000Z,0.5277263624809433,384130436.2289018,32.66,0.41661525,-3.39982616,3.0231089,-15.39983584,37.77385473,113.27120744,18678991152.553402,1.1127,23747686311.64,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
8,5805,Avalanche,AVAX,avalanche,636,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366648413.69842523,434681323.69842523,False,,9,,,,2024-01-15T17:28:00.000Z,36.146276575612184,533117027.305181,-5.6985,1.9079029,-3.33359401,5.52531458,-18.67551566,58.16459391,296.73882043,13252974967.552753,0.7894,26025319134.44,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
9,74,Dogecoin,DOGE,dogecoin,873,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142664846383.70523,142664846383.70523,True,,10,,,,2024-01-15T17:29:00.000Z,0.08065369516230576,319921207.29735494,-21.7107,0.31531034,-1.54289905,1.57203178,-15.09503101,3.04966597,36.68041353,11506447030.608541,0.6854,11506447030.61,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
10,1958,TRON,TRX,tron,897,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88233417552.4033,88233475924.3871,True,,11,71659659264.0,8130793917.928304,,2024-01-15T17:28:00.000Z,0.11346403264316118,292129279.25369364,-20.7565,0.27612607,0.01742525,9.94577201,10.53149233,9.89466793,28.87552061,10011319369.38356,0.5963,10011325992.5,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
11,6636,Polkadot,DOT,polkadot-new,661,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1267804476.715794,1400064978.4241457,True,,12,,,,2024-01-15T17:28:00.000Z,7.5397668553177555,207481263.15695822,25.4056,1.24994119,-1.20677355,4.40637092,2.9914298,36.34593704,104.06403793,9558950172.565216,0.5696,10556163519.61,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
12,1975,Chainlink,LINK,chainlink,1568,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-15T17:28:00.000Z,15.503153859792585,774903455.1856225,35.9569,1.38049495,1.46960846,13.83284914,5.44634206,9.62317377,110.40811972,8807341249.673174,0.5246,15503153859.79,,2024-01-15T17:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-15 12:30:36.340463
13,11419,Toncoin,TON,toncoin,187,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456764504.8469152,5101204539.361079,True,,14,3414166606.0,8134049102.292995,,2024-01-15T17:29:00.000Z,2.382440589746954,73082279.22229595,-5.9954,0.8610699,3.35332621,6.69172351,5.8954862,1.47973168,17.99006198,8235536065.543821,0.4906,12153316751.18,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:30:36.340463
14,3890,Polygon,MATIC,polygon,1239,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562650827.633085,10000000000.0,False,,15,,,,2024-01-15T17:28:00.000Z,0.848263202041064,353707235.4515934,23.9569,1.18578795,-2.08821265,4.66405684,-1.80653427,-3.81661968,62.75025705,8111644811.048672,0.4832,8482632020.41,,2024-01-15T17:28:00.000Z,,,,,,2024-01-15 12:30:36.340463
0,1,Bitcoin,BTC,bitcoin,10707,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19599406.0,19599406.0,False,,1,,,,2024-01-15T17:30:00.000Z,42671.70820493186,23216748186.08068,73.7653,0.61305393,-0.6521744,-5.84159905,0.33648543,16.69952548,50.01165191,836340133821.9908,49.8183,896105872303.57,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
1,1027,Ethereum,ETH,ethereum,8248,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180819.14963801,120180819.14963801,True,,2,,,,2024-01-15T17:30:00.000Z,2532.402101182887,10818654161.880604,20.9045,0.50848825,0.07506416,11.44499731,12.53656887,25.82335369,61.26161418,304346158936.4238,18.129,304346158936.42,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
2,825,Tether USDt,USDT,tether,71372,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:29:00.000Z,0.9995384889762615,43064072699.168205,40.9261,0.0041011,-0.01560846,-0.131532,0.01667591,-0.06942751,-0.10600517,94966986548.1878,5.6569,98557454609.29,,2024-01-15T17:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:31:36.510704
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:29:00.000Z,317.27419800975156,1590420404.102678,113.2102,0.30270259,3.8409748,5.31580243,28.82014676,28.26512862,49.74618483,48127183872.37968,2.8668,48127183872.38,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:30:00.000Z,95.07048942829697,2230791521.5040903,-11.967,1.00857391,-5.7967697,-0.18726428,24.76462866,51.68716513,294.41526551,41135529034.19219,2.4489,53926768166.08,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
5,52,XRP,XRP,xrp,1199,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54266821529.0,99988013070.0,False,,6,,,,2024-01-15T17:30:00.000Z,0.5733157692169445,1190780064.318386,118.1399,0.29590882,-1.10809507,1.14657354,-8.00186876,-8.39451387,16.85594163,31112024527.85728,1.8533,57331576921.69,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
6,3408,USDC,USDC,usd-coin,16210,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25483730797.828663,25483730797.828663,False,,7,,,,2024-01-15T17:30:00.000Z,1.0001733663434587,5283332967.338234,65.522,0.01209787,-0.00336316,0.01224916,0.01441978,0.0167024,0.01418275,25488148819.054768,1.5183,25488148819.05,,2024-01-15T17:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-15 12:31:36.510704
7,2010,Cardano,ADA,cardano,1024,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35395220857.908,36528237975.525,False,,8,,,,2024-01-15T17:29:00.000Z,0.527729794186379,384170022.7801085,32.7052,0.41538727,-3.39683057,3.02130845,-15.37593426,37.72153981,113.28268467,18679112618.525215,1.1127,23747840738.39,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
8,5805,Avalanche,AVAX,avalanche,636,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366648413.69842523,434681323.69842523,False,,9,,,,2024-01-15T17:29:00.000Z,36.151314921176144,533270599.1813107,-5.6643,1.91581162,-3.30416098,5.57053102,-18.66220927,58.19247919,296.80053736,13254822268.961445,0.7896,26028946743.25,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
9,74,Dogecoin,DOGE,dogecoin,873,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142664846383.70523,142664846383.70523,True,,10,,,,2024-01-15T17:30:00.000Z,0.08065543658241014,319898740.27786726,-21.6909,0.31547867,-1.54567984,1.57547149,-15.08471598,2.98825783,36.67281745,11506695470.040222,0.6854,11506695470.04,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
10,1958,TRON,TRX,tron,897,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88233417552.4033,88233475924.3871,True,,11,71659659264.0,8130734363.3783045,,2024-01-15T17:29:00.000Z,0.11346320156817966,292186033.35991246,-20.6667,0.27539159,0.01607847,9.96614223,10.52948071,9.88637128,28.87063913,10011246040.797697,0.5963,10011252663.87,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
11,6636,Polkadot,DOT,polkadot-new,661,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1267804476.715794,1400064978.4241457,True,,12,,,,2024-01-15T17:29:00.000Z,7.540165313010336,207492941.30365744,25.4139,1.25432213,-1.20021446,4.44265179,2.98988208,36.31923726,104.06340558,9559455339.01165,0.5691,10556721386.27,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
12,1975,Chainlink,LINK,chainlink,1568,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-15T17:29:00.000Z,15.503429493079127,774936169.8113878,35.8754,1.38166388,1.42016185,13.84817787,5.44650691,9.60928188,110.42151331,8807497836.935114,0.5246,15503429493.08,,2024-01-15T17:29:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-15 12:31:36.510704
13,11419,Toncoin,TON,toncoin,187,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456764504.8469152,5101204539.361079,True,,14,3414166606.0,8135440021.669894,,2024-01-15T17:30:00.000Z,2.38284798620337,73088118.66097343,-5.9725,0.66737932,3.34856259,6.71762311,5.87088032,1.49593332,18.00544632,8236944339.153762,0.4907,12155394963.83,,2024-01-15T17:30:00.000Z,,,,,,2024-01-15 12:31:36.510704
14,3890,Polygon,MATIC,polygon,1239,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562650827.633085,10000000000.0,False,,15,,,,2024-01-15T17:29:00.000Z,0.8483457365891113,353663674.2105253,23.8091,1.19569588,-2.07560976,4.68951341,-1.81077979,-3.8310655,62.77345522,8112434060.1128645,0.4832,8483457365.89,,2024-01-15T17:29:00.000Z,,,,,,2024-01-15 12:31:36.510704
0,1,Bitcoin,BTC,bitcoin,10707,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19599406.0,19599406.0,False,,1,,,,2024-01-15T17:32:00.000Z,42663.67977619934,23213487005.205616,73.7186,0.52843106,-0.64348666,-5.91029417,0.45118093,16.59801347,50.12010571,836182781387.72,49.7718,895937275300.19,,2024-01-15T17:32:00.000Z,,,,,,2024-01-15 12:32:36.712541
1,1027,Ethereum,ETH,ethereum,8248,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180819.14963801,120180819.14963801,True,,2,,,,2024-01-15T17:32:00.000Z,2531.7064925472064,10816062198.21486,21.2382,0.42590562,-0.01646507,11.40369575,12.64617276,25.74066845,61.35290577,304262560120.7802,18.1105,304262560120.78,,2024-01-15T17:32:00.000Z,,,,,,2024-01-15 12:32:36.712541
2,825,Tether USDt,USDT,tether,71372,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:31:00.000Z,0.9996340722031267,43058680565.91022,40.9225,0.00413568,-0.01096571,-0.10772079,0.01059426,-0.05261993,-0.09390345,94976067990.39343,5.6574,98566879398.48,,2024-01-15T17:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:32:36.712541
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:31:00.000Z,317.3554708421826,1591214611.981997,113.362,0.29667544,3.7906712,5.36911964,28.82919951,28.27012347,49.83915349,48139512112.667656,2.8675,48139512112.67,,2024-01-15T17:31:00.000Z,,,,,,2024-01-15 12:32:36.712541
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:32:00.000Z,95.01399030183967,2227954584.7110176,-12.2616,0.98007264,-6.08128433,-0.1875757,24.76981132,51.53803139,294.23000396,41111082736.81046,2.4474,53894720205.54,,2024-01-15T17:32:00.000Z,,,,,,2024-01-15 12:32:36.712541
